Location 1,Location 2,Price,Rooms,Bathrooms,CarParks,Type,Furnish
Ampang,Kuala-Lumpur,550000,1,1,0,Built-up,Fully
Ampang,Kuala-Lumpur,450000,1,1,0,Land-area,Partly
Sri-Hartamas,Kuala-Lumpur,560000,1,1,0,Built-up,Fully
Sri-Hartamas,Kuala-Lumpur,550000,1,1,0,Built-up,Fully
Taman-Melawati,Kuala-Lumpur,3200000,6,5,0,Land-area,Partly
Kuchai-Lama,Kuala-Lumpur,2100000,5,4,0,Land-area,Partly
Damansara-Heights,Kuala-Lumpur,6500000,5,7,0,Land-area,Partly
OUG,Kuala-Lumpur,2100000,5,5,0,Land-area,Partly
Jalan-Klang-Lama,Kuala-Lumpur,480000,2,2,0,Built-up,Partly
Cheras,Kuala-Lumpur,300000,3,1,0,Built-up,Partly
KL-City,Kuala-Lumpur,878000,1,1,0,Built-up,Partly
Bukit-Bintang,Kuala-Lumpur,1100000,1,1,0,Built-up,Fully
Cheras,Kuala-Lumpur,210000,2,2,0,Built-up,Unfurnished
KL-City,Kuala-Lumpur,900000,1,1,0,Built-up,Fully
Kepong,Kuala-Lumpur,4800000,5,6,0,Land-area,Partly
KLCC,Kuala-Lumpur,1000000,1,1,0,Built-up,Partly
Sungai-Besi,Kuala-Lumpur,365000,3,2,0,Built-up,Fully
Cheras,Kuala-Lumpur,130000,3,2,0,Built-up,Partly
KL-Sentral,Kuala-Lumpur,855800,1,1,0,Built-up,Partly
Cheras,Kuala-Lumpur,158000,3,2,0,Built-up,Unfurnished
Sungai-Besi,Kuala-Lumpur,370000,2,2,0,Built-up,Fully
Kepong,Kuala-Lumpur,200000,3,2,0,Built-up,Partly
Pantai,Kuala-Lumpur,250000,3,2,0,Built-up,Partly
Kepong,Kuala-Lumpur,200000,3,2,0,Built-up,Partly
Sungai-Besi,Kuala-Lumpur,370000,2,2,0,Built-up,Fully
Kepong,Kuala-Lumpur,185000,3,2,0,Built-up,Unfurnished
Cheras,Kuala-Lumpur,215000,3,2,0,Built-up,Unfurnished
Bukit-Bintang,Kuala-Lumpur,615000,1,1,0,Built-up,Fully
Bukit-Bintang,Kuala-Lumpur,638000,1,1,0,Built-up,Fully
Cheras,Kuala-Lumpur,298888,2,2,0,Built-up,Unfurnished
Wangsa-Maju,Kuala-Lumpur,195000,2,1,0,Built-up,Unfurnished
Sungai-Besi,Kuala-Lumpur,370000,2,2,0,Built-up,Fully
Bukit-Bintang,Kuala-Lumpur,1300000,1,1,0,Built-up,Fully
Brickfields,Kuala-Lumpur,680000,1,1,0,Built-up,Fully
Setapak,Kuala-Lumpur,215000,3,2,0,Land-area,Unfurnished
Pandan-Jaya,Kuala-Lumpur,205000,3,1,0,Land-area,Partly
Cheras,Kuala-Lumpur,165000,3,1,0,Built-up,Unfurnished
Setapak,Kuala-Lumpur,320000,2,1,0,Built-up,Partly
Jinjang,Kuala-Lumpur,145000,3,2,0,Built-up,Partly
Jinjang,Kuala-Lumpur,178000,3,2,0,Built-up,Partly
Bukit-Bintang,Kuala-Lumpur,717000,1,1,0,Built-up,Fully
Setapak,Kuala-Lumpur,215000,3,2,0,Land-area,Unfurnished
Setapak,Kuala-Lumpur,200000,3,1,0,Built-up,Unfurnished
Jalan-Klang-Lama,Kuala-Lumpur,178000,3,2,0,Built-up,Unfurnished
Setapak,Kuala-Lumpur,220000,3,2,0,Built-up,Partly
Sri-Petaling,Kuala-Lumpur,3500000,6,7,0,Land-area,Partly
Sri-Petaling,Kuala-Lumpur,3000000,5,6,0,Land-area,Unfurnished
KL-City,Kuala-Lumpur,1200000,2,2,0,Built-up,Fully
Setapak,Kuala-Lumpur,200000,3,1,0,Built-up,Partly
Setapak,Kuala-Lumpur,215000,3,1,0,Built-up,Partly
Mont-Kiara,Kuala-Lumpur,800000,1,1,0,Built-up,Partly
KLCC,Kuala-Lumpur,950000,1,1,0,Built-up,Fully
KL-City,Kuala-Lumpur,1134725,1,1,0,Built-up,Partly
Bandar-Tasik-Selatan,Kuala-Lumpur,175000,2,1,0,Built-up,Unfurnished
Bangsar,Kuala-Lumpur,6480000,5,5,0,Land-area,Partly
Bangsar,Kuala-Lumpur,6480000,5,6,0,Land-area,Partly
KL-Eco-City,Kuala-Lumpur,838000,1,1,0,Built-up,Fully
KL-City,Kuala-Lumpur,810000,1,1,0,Built-up,Fully
Bangsar,Kuala-Lumpur,4300000,5,4,0,Land-area,Fully
City-Centre,Kuala-Lumpur,667000,1,1,0,Built-up,Fully
Sungai-Besi,Kuala-Lumpur,145888,3,1,0,Built-up,Partly
Setapak,Kuala-Lumpur,353000,2,1,0,Built-up,Partly
Setapak,Kuala-Lumpur,325000,1,1,0,Built-up,Partly
Damansara-Heights,Kuala-Lumpur,4280000,5,6,0,Land-area,Partly
Bangsar,Kuala-Lumpur,6500000,4,4,0,Land-area,Fully
Mont-Kiara,Kuala-Lumpur,735000,1,1,0,Built-up,Partly
Bukit-Bintang,Kuala-Lumpur,678000,1,1,0,Built-up,Fully
Bukit-Jalil,Kuala-Lumpur,196000,3,2,0,Built-up,Unfurnished
Brickfields,Kuala-Lumpur,660000,1,1,0,Built-up,Fully
Wangsa-Maju,Kuala-Lumpur,400000,2,2,0,Built-up,Partly
Ampang,Kuala-Lumpur,475000,1,1,0,Built-up,Fully
Dutamas,Kuala-Lumpur,720000,1,1,0,Built-up,Fully
Dutamas,Kuala-Lumpur,750000,1,1,0,Built-up,Fully
Dutamas,Kuala-Lumpur,750000,1,1,0,Built-up,Fully
Mont-Kiara,Kuala-Lumpur,690000,1,1,0,Built-up,Fully
Mont-Kiara,Kuala-Lumpur,700000,1,1,0,Built-up,Fully
Dutamas,Kuala-Lumpur,800000,1,1,0,Built-up,Fully
Dutamas,Kuala-Lumpur,720000,1,1,0,Built-up,Fully
Mont-Kiara,Kuala-Lumpur,710000,1,1,0,Built-up,Partly
KL-City,Kuala-Lumpur,220000,2,1,0,Built-up,Partly
Mont-Kiara,Kuala-Lumpur,570000,1,1,0,Built-up,Unfurnished
Cheras,Kuala-Lumpur,420000,1,1,0,Built-up,Partly
Damansara-Heights,Kuala-Lumpur,5000000,7,6,0,Land-area,Fully
Cheras,Kuala-Lumpur,183000,3,1,0,Built-up,Partly
Sri-Hartamas,Kuala-Lumpur,578000,1,1,0,Built-up,Fully
City-Centre,Kuala-Lumpur,510000,1,1,0,Built-up,Fully
Sentul,Kuala-Lumpur,165000,3,1,0,Built-up,Partly
Sri-Hartamas,Kuala-Lumpur,530000,1,1,0,Built-up,Fully
OUG,Kuala-Lumpur,2800000,5,5,0,Land-area,Partly
Jalan-Ipoh,Kuala-Lumpur,420000,2,1,0,Built-up,Fully
Cheras,Kuala-Lumpur,480000,2,2,0,Built-up,Partly
Ampang-Hilir,Kuala-Lumpur,922944,2,2,0,Built-up,Partly
KL-City,Kuala-Lumpur,738000,1,1,0,Built-up,Fully
KL-City,Kuala-Lumpur,735000,1,1,0,Built-up,Fully
KL-City,Kuala-Lumpur,780000,1,1,0,Land-area,Fully
Taman-Melawati,Kuala-Lumpur,2200000,5,3,0,Land-area,Partly
KLCC,Kuala-Lumpur,1200000,1,1,0,Built-up,Partly
KLCC,Kuala-Lumpur,689000,1,1,0,Built-up,Partly
KLCC,Kuala-Lumpur,1200000,1,1,0,Built-up,Partly
KL-City,Kuala-Lumpur,1200000,1,1,0,Built-up,Fully
Cheras,Kuala-Lumpur,138000,3,2,0,Built-up,Partly
Pantai,Kuala-Lumpur,208000,3,1,0,Built-up,Partly
Damansara-Heights,Kuala-Lumpur,6800000,6,7,0,Land-area,Partly
Desa-ParkCity,Kuala-Lumpur,8100000,5,6,0,Land-area,Partly
Taman-Melawati,Kuala-Lumpur,4635000,7,6,0,Land-area,Partly
Cheras,Kuala-Lumpur,4500000,6,6,0,Land-area,Fully
Cheras,Kuala-Lumpur,4420000,6,6,0,Land-area,Fully
Damansara-Heights,Kuala-Lumpur,4500000,6,5,0,Land-area,Partly
Bangsar,Kuala-Lumpur,11752100,4,6,0,Land-area,Partly
Mont-Kiara,Kuala-Lumpur,720000,1,1,0,Built-up,Fully
Jalan-Ipoh,Kuala-Lumpur,498000,1,1,0,Built-up,Partly
Damansara-Heights,Kuala-Lumpur,5600000,9,4,0,Land-area,Partly
Cheras,Kuala-Lumpur,380000,2,1,0,Built-up,Fully
Cheras,Kuala-Lumpur,395000,2,1,0,Built-up,Fully
Cheras,Kuala-Lumpur,130000,3,1,0,Built-up,Partly
Cheras,Kuala-Lumpur,147000,3,1,0,Built-up,Partly
Jalan-Ipoh,Kuala-Lumpur,429900,2,1,0,Built-up,Fully
Jalan-Ipoh,Kuala-Lumpur,440000,2,1,0,Built-up,Fully
OUG,Kuala-Lumpur,4050000,7,8,0,Land-area,Unfurnished
Sri-Hartamas,Kuala-Lumpur,7300000,6,6,0,Built-up,Partly
Damansara-Heights,Kuala-Lumpur,6000000,8,8,0,Built-up,Partly
Taman-Melawati,Kuala-Lumpur,3800000,7,6,0,Built-up,Partly
Taman-Melawati,Kuala-Lumpur,3800000,7,6,0,Built-up,Partly
Taman-Melawati,Kuala-Lumpur,3500000,6,6,0,Built-up,Fully
Ampang-Hilir,Kuala-Lumpur,9490000,6,6,0,Built-up,Partly
Taman-Melawati,Kuala-Lumpur,4800000,9,9,0,Built-up,Partly
KLCC,Kuala-Lumpur,10800000,6,6,0,Built-up,Fully
Desa-ParkCity,Kuala-Lumpur,588000,1,1,0,Built-up,Fully
Setapak,Kuala-Lumpur,170000,3,1,0,Land-area,Partly
Jalan-Klang-Lama,Kuala-Lumpur,288000,2,2,0,Built-up,Unfurnished
Bandar-Tasik-Selatan,Kuala-Lumpur,170000,3,1,0,Built-up,Unfurnished
KLCC,Kuala-Lumpur,1400000,1,1,0,Built-up,Partly
Ampang,Kuala-Lumpur,460000,2,2,0,Built-up,Unfurnished
Pandan-Jaya,Kuala-Lumpur,430000,2,2,0,Land-area,Partly
Setapak,Kuala-Lumpur,168000,3,1,0,Built-up,Unfurnished
Damansara-Heights,Kuala-Lumpur,6880000,6,6,0,Land-area,Partly
Bukit-Jalil,Kuala-Lumpur,4500000,6,5,0,Land-area,Fully
Damansara-Heights,Kuala-Lumpur,6900000,5,6,0,Land-area,Partly
Taman-Tun-Dr-Ismail,Kuala-Lumpur,2600000,4,3,0,Land-area,Partly
Cheras,Kuala-Lumpur,4200000,8,8,0,Land-area,Fully
Damansara-Heights,Kuala-Lumpur,6500000,6,7,0,Land-area,Partly
Damansara-Heights,Kuala-Lumpur,11000000,7,7,0,Land-area,Partly
Sri-Hartamas,Kuala-Lumpur,750000,3,2,0,Land-area,Fully
Jinjang,Kuala-Lumpur,190000,3,2,0,Built-up,Partly
Ampang,Kuala-Lumpur,650000,1,1,0,Built-up,Fully
Cheras,Kuala-Lumpur,2980000,6,6,0,Land-area,Unfurnished
KL-City,Kuala-Lumpur,900000,1,1,0,Built-up,Fully
KL-City,Kuala-Lumpur,880000,1,1,0,Built-up,Fully
City-Centre,Kuala-Lumpur,500000,1,1,0,Built-up,Fully
Sri-Petaling,Kuala-Lumpur,1730000,4,4,0,Land-area,Fully
Ampang,Kuala-Lumpur,320000,3,2,0,Built-up,Partly
KLCC,Kuala-Lumpur,900000,1,2,0,Built-up,Fully
KL-Eco-City,Kuala-Lumpur,895000,1,1,0,Built-up,Partly
Pandan-Indah,Kuala-Lumpur,210000,3,1,0,Built-up,Partly
Wangsa-Maju,Kuala-Lumpur,230000,3,2,0,Built-up,Unfurnished
KLCC,Kuala-Lumpur,795000,2,1,0,Built-up,Fully
KL-City,Kuala-Lumpur,998000,2,2,0,Built-up,Partly
Setapak,Kuala-Lumpur,230000,3,2,0,Built-up,Fully
Taman-Desa,Kuala-Lumpur,527000,2,2,0,Built-up,Unfurnished
Taman-Desa,Kuala-Lumpur,510000,2,2,0,Built-up,Partly
Taman-Desa,Kuala-Lumpur,569000,2,2,0,Built-up,Fully
Jalan-Klang-Lama,Kuala-Lumpur,2280000,4,3,0,Land-area,Partly
Segambut,Kuala-Lumpur,540000,2,2,0,Built-up,Unfurnished
Bukit-Bintang,Kuala-Lumpur,2700000,1,2,0,Built-up,Fully
Bukit-Bintang,Kuala-Lumpur,2525000,1,1,0,Built-up,Fully
Cheras,Kuala-Lumpur,478000,2,2,0,Built-up,Unfurnished
Kepong,Kuala-Lumpur,105000,3,2,0,Built-up,Partly
KLCC,Kuala-Lumpur,3200,2,1,0,Built-up,Fully
Jinjang,Kuala-Lumpur,189000,3,2,0,Built-up,Partly
Cheras,Kuala-Lumpur,495000,2,2,0,Built-up,Fully
Seputeh,Kuala-Lumpur,2350000,4,3,0,Land-area,Partly
Kuchai-Lama,Kuala-Lumpur,280000,3,2,0,Built-up,Partly
KL-City,Kuala-Lumpur,1255199,1,1,0,Built-up,Partly
Kepong,Kuala-Lumpur,150000,3,2,0,Land-area,Partly
KLCC,Kuala-Lumpur,721000,1,1,0,Built-up,Partly
Bukit-Jalil,Kuala-Lumpur,670000,2,2,0,Built-up,Fully
Desa-Pandan,Kuala-Lumpur,270000,4,2,0,Built-up,Fully
Bukit-Bintang,Kuala-Lumpur,760000,2,2,0,Built-up,Fully
KLCC,Kuala-Lumpur,1300000,1,1,0,Built-up,Partly
KLCC,Kuala-Lumpur,1400000,1,1,0,Built-up,Partly
Setapak,Kuala-Lumpur,180000,3,2,0,Built-up,Partly
Mont-Kiara,Kuala-Lumpur,600000,1,1,0,Built-up,Fully
Desa-Petaling,Kuala-Lumpur,380000,2,2,0,Built-up,Fully
Cheras,Kuala-Lumpur,282000,3,2,0,Built-up,Partly
Jalan-Klang-Lama,Kuala-Lumpur,560000,2,1,0,Built-up,Partly
Jalan-Klang-Lama,Kuala-Lumpur,500000,2,2,0,Built-up,Partly
Mont-Kiara,Kuala-Lumpur,6600000,6,6,0,Land-area,Partly
Cheras,Kuala-Lumpur,2600000,7,8,0,Land-area,Unfurnished
Kepong,Kuala-Lumpur,170000,3,2,0,Built-up,Unfurnished
Dutamas,Kuala-Lumpur,900000,1,1,0,Built-up,Unfurnished
Mont-Kiara,Kuala-Lumpur,6800000,5,7,0,Land-area,Partly
KL-City,Kuala-Lumpur,780000,1,1,0,Built-up,Partly
KL-City,Kuala-Lumpur,810000,1,1,0,Built-up,Unfurnished
KL-City,Kuala-Lumpur,750000,1,1,0,Built-up,Partly
KL-City,Kuala-Lumpur,780000,1,1,0,Built-up,Fully
KL-City,Kuala-Lumpur,780000,1,1,0,Land-area,Partly
Desa-Petaling,Kuala-Lumpur,310000,3,2,0,Land-area,Unfurnished
Segambut,Kuala-Lumpur,230000,3,2,0,Built-up,Partly
Wangsa-Maju,Kuala-Lumpur,245000,3,2,0,Built-up,Unfurnished
Cheras,Kuala-Lumpur,515000,2,2,0,Built-up,Partly
Titiwangsa,Kuala-Lumpur,560000,2,1,0,Built-up,Partly
Sentul,Kuala-Lumpur,690000,2,2,0,Built-up,Partly
Jalan-Klang-Lama,Kuala-Lumpur,460000,1,1,0,Built-up,Fully
Jalan-Klang-Lama,Kuala-Lumpur,268000,2,2,0,Built-up,Partly
Desa-ParkCity,Kuala-Lumpur,817000,1,1,0,Built-up,Partly
KLCC,Kuala-Lumpur,743000,1,1,0,Built-up,Partly
Mont-Kiara,Kuala-Lumpur,680000,1,1,0,Built-up,Partly
Mont-Kiara,Kuala-Lumpur,640000,1,1,0,Built-up,Fully
KLCC,Kuala-Lumpur,1150000,2,2,0,Built-up,Fully
KLCC,Kuala-Lumpur,1068000,2,2,0,Built-up,Fully
KL-City,Kuala-Lumpur,730000,1,1,0,Built-up,Fully
Bukit-Bintang,Kuala-Lumpur,700000,1,1,0,Built-up,Fully
Bukit-Bintang,Kuala-Lumpur,750000,1,1,0,Built-up,Fully
Bukit-Bintang,Kuala-Lumpur,760000,1,1,0,Built-up,Fully
Bukit-Bintang,Kuala-Lumpur,760000,1,1,0,Built-up,Fully
KLCC,Kuala-Lumpur,2300,2,1,0,Built-up,Fully
Bukit-Bintang,Kuala-Lumpur,790000,2,2,0,Built-up,Fully
Bukit-Bintang,Kuala-Lumpur,700000,1,1,0,Land-area,Fully
Bukit-Bintang,Kuala-Lumpur,830000,1,1,0,Built-up,Fully
Bukit-Bintang,Kuala-Lumpur,920000,1,1,0,Built-up,Fully
Bukit-Bintang,Kuala-Lumpur,798000,1,1,0,Built-up,Partly
Jalan-Klang-Lama,Kuala-Lumpur,470000,1,2,0,Built-up,Fully
Wangsa-Maju,Kuala-Lumpur,350000,3,2,0,Built-up,Partly
Pantai,Kuala-Lumpur,530000,1,1,0,Built-up,Partly
Cheras,Kuala-Lumpur,359000,3,2,0,Built-up,Partly
Bukit-Bintang,Kuala-Lumpur,780000,2,2,0,Built-up,Fully
Jalan-Klang-Lama,Kuala-Lumpur,330000,2,1,0,Built-up,Partly
KLCC,Kuala-Lumpur,725000,2,1,0,Built-up,Fully
Cheras,Kuala-Lumpur,310000,3,2,0,Built-up,Fully
Bukit-Bintang,Kuala-Lumpur,750000,2,2,0,Built-up,Fully
Mont-Kiara,Kuala-Lumpur,575000,1,1,0,Built-up,Fully
Kepong,Kuala-Lumpur,218000,2,0,0,Land-area,Unfurnished
Bukit-Jalil,Kuala-Lumpur,250000,3,2,0,Built-up,Partly
Puchong,Kuala-Lumpur,330000,3,2,0,Built-up,Partly
Sri-Hartamas,Kuala-Lumpur,570000,1,1,0,Built-up,Fully
Wangsa-Maju,Kuala-Lumpur,300000,3,2,0,Built-up,Unfurnished
Cheras,Kuala-Lumpur,650000,2,2,0,Built-up,Fully
Ampang,Kuala-Lumpur,2800000,5,5,0,Land-area,Fully
Cheras,Kuala-Lumpur,2899999,6,5,0,Land-area,Partly
KLCC,Kuala-Lumpur,1000000,1,1,0,Built-up,Partly
Seputeh,Kuala-Lumpur,3061800,5,6,0,Land-area,Unfurnished
KLCC,Kuala-Lumpur,825000,1,1,0,Built-up,Partly
KLCC,Kuala-Lumpur,980000,1,1,0,Built-up,Fully
KLCC,Kuala-Lumpur,830000,1,2,0,Built-up,Partly
Setapak,Kuala-Lumpur,450000,1,1,0,Built-up,Partly
Setapak,Kuala-Lumpur,490000,1,1,0,Built-up,Fully
KLCC,Kuala-Lumpur,880000,1,1,0,Built-up,Fully
Jalan-Sultan-Ismail,Kuala-Lumpur,585000,1,1,0,Built-up,Fully
Jalan-Klang-Lama,Kuala-Lumpur,2080000,5,3,0,Land-area,Partly
KLCC,Kuala-Lumpur,850000,1,2,0,Built-up,Fully
KLCC,Kuala-Lumpur,858000,2,1,0,Built-up,Fully
KLCC,Kuala-Lumpur,858000,2,1,0,Built-up,Fully
KLCC,Kuala-Lumpur,1100000,1,2,0,Built-up,Fully
KLCC,Kuala-Lumpur,800000,1,2,0,Built-up,Fully
KLCC,Kuala-Lumpur,809000,1,2,0,Built-up,Fully
KLCC,Kuala-Lumpur,850000,1,2,0,Built-up,Fully
KLCC,Kuala-Lumpur,790000,1,2,0,Built-up,Partly
KLCC,Kuala-Lumpur,850000,1,2,0,Built-up,Fully
Kuchai-Lama,Kuala-Lumpur,300000,3,1,0,Built-up,Unfurnished
Cheras,Kuala-Lumpur,2680000,7,4,0,Land-area,Fully
Jalan-Klang-Lama,Kuala-Lumpur,600000,2,2,0,Built-up,Fully
KLCC,Kuala-Lumpur,930000,1,1,0,Land-area,Fully
Sri-Petaling,Kuala-Lumpur,458000,3,2,0,Land-area,Unfurnished
Wangsa-Maju,Kuala-Lumpur,470000,3,2,0,Land-area,Fully
Mont-Kiara,Kuala-Lumpur,780000,1,1,0,Built-up,Fully
Cheras,Kuala-Lumpur,530000,2,2,0,Built-up,Partly
Jalan-Klang-Lama,Kuala-Lumpur,390000,1,2,0,Built-up,Partly
Jalan-Klang-Lama,Kuala-Lumpur,400000,1,2,0,Built-up,Fully
Jalan-Klang-Lama,Kuala-Lumpur,375000,1,2,0,Built-up,Partly
KL-City,Kuala-Lumpur,2800,1,1,0,Built-up,Fully
Jalan-Kuching,Kuala-Lumpur,188000,3,2,0,Built-up,Unfurnished
Jalan-Klang-Lama,Kuala-Lumpur,450000,1,2,0,Built-up,Fully
Bukit-Bintang,Kuala-Lumpur,820000,2,1,0,Built-up,Fully
KLCC,Kuala-Lumpur,1668400,1,1,0,Built-up,Fully
Batu-Caves,Kuala-Lumpur,160000,3,2,0,Built-up,Unfurnished
KLCC,Kuala-Lumpur,1668400,1,1,0,Built-up,Fully
KLCC,Kuala-Lumpur,1668400,1,1,0,Built-up,Fully
KLCC,Kuala-Lumpur,1668400,1,1,0,Built-up,Fully
KLCC,Kuala-Lumpur,1668400,1,1,0,Built-up,Fully
KLCC,Kuala-Lumpur,1668400,1,1,0,Built-up,Fully
Taman-Melawati,Kuala-Lumpur,2165200,7,6,0,Land-area,Partly
Taman-Melawati,Kuala-Lumpur,2165200,7,6,0,Land-area,Partly
Taman-Melawati,Kuala-Lumpur,2165200,7,6,0,Land-area,Partly
Taman-Melawati,Kuala-Lumpur,2405700,7,6,0,Land-area,Partly
Taman-Melawati,Kuala-Lumpur,2165200,7,5,0,Land-area,Partly
KLCC,Kuala-Lumpur,1180000,2,2,0,Built-up,Partly
Sri-Petaling,Kuala-Lumpur,599000,3,2,0,Built-up,Fully
Bukit-Jalil,Kuala-Lumpur,310000,2,2,0,Built-up,Fully
Sungai-Besi,Kuala-Lumpur,475000,1,1,0,Built-up,Partly
Cheras,Kuala-Lumpur,310000,3,2,0,Built-up,Partly
Ampang,Kuala-Lumpur,630000,1,1,0,Built-up,Partly
Cheras,Kuala-Lumpur,178000,3,1,0,Built-up,Partly
Salak-Selatan,Kuala-Lumpur,170000,3,2,0,Built-up,Unfurnished
Bukit-Bintang,Kuala-Lumpur,660000,2,2,0,Built-up,Fully
Bukit-Bintang,Kuala-Lumpur,620000,2,2,0,Built-up,Fully
Bukit-Bintang,Kuala-Lumpur,630000,2,2,0,Built-up,Fully
Bangsar,Kuala-Lumpur,720000,1,1,0,Built-up,Partly
Bangsar,Kuala-Lumpur,820000,1,1,0,Built-up,Fully
Bangsar,Kuala-Lumpur,690800,1,1,0,Built-up,Unfurnished
Damansara-Heights,Kuala-Lumpur,5800000,8,8,0,Land-area,Partly
Pandan-Indah,Kuala-Lumpur,300000,2,1,0,Built-up,Partly
Bangsar,Kuala-Lumpur,790000,1,1,0,Land-area,Fully
Ampang,Kuala-Lumpur,2700000,7,7,0,Land-area,Partly
KLCC,Kuala-Lumpur,1395800,2,2,0,Built-up,Partly
KLCC,Kuala-Lumpur,1428000,2,2,0,Built-up,Fully
KLCC,Kuala-Lumpur,800000,1,1,0,Built-up,Fully
KLCC,Kuala-Lumpur,800000,1,1,0,Built-up,Fully
Cheras,Kuala-Lumpur,13800000,7,8,0,Land-area,Partly
Cheras,Kuala-Lumpur,15000000,7,8,0,Land-area,Partly
Jalan-Klang-Lama,Kuala-Lumpur,540000,2,2,0,Built-up,Unfurnished
Bukit-Jalil,Kuala-Lumpur,629000,2,2,0,Built-up,Partly
Cheras,Kuala-Lumpur,270000,3,2,0,Built-up,Unfurnished
Taman-Tun-Dr-Ismail,Kuala-Lumpur,9000000,6,8,0,Land-area,Fully
Ampang,Kuala-Lumpur,4600000,8,7,0,Built-up,Partly
Seputeh,Kuala-Lumpur,5000000,7,7,0,Built-up,Partly
Mont-Kiara,Kuala-Lumpur,4980000,6,6,0,Built-up,Partly
Cheras,Kuala-Lumpur,380000,3,2,0,Built-up,Fully
Cheras,Kuala-Lumpur,390000,3,2,0,Built-up,Unfurnished
Kuchai-Lama,Kuala-Lumpur,250000,3,2,0,Built-up,Partly
Cheras,Kuala-Lumpur,450000,3,2,0,Built-up,Fully
KLCC,Kuala-Lumpur,1230000,1,1,0,Built-up,Fully
Pandan-Indah,Kuala-Lumpur,338000,3,1,0,Built-up,Unfurnished
Bukit-Bintang,Kuala-Lumpur,639999,2,2,0,Land-area,Fully
Cheras,Kuala-Lumpur,230000,3,2,0,Built-up,Partly
Cheras,Kuala-Lumpur,230000,3,2,0,Built-up,Partly
Wangsa-Maju,Kuala-Lumpur,470000,3,2,0,Built-up,Partly
Wangsa-Maju,Kuala-Lumpur,470000,3,2,0,Built-up,Partly
Wangsa-Maju,Kuala-Lumpur,470000,3,2,0,Built-up,Partly
Setapak,Kuala-Lumpur,300000,3,2,0,Built-up,Unfurnished
Sungai-Besi,Kuala-Lumpur,358000,2,2,0,Built-up,Fully
Setapak,Kuala-Lumpur,300000,3,2,0,Built-up,Unfurnished
Setapak,Kuala-Lumpur,300000,3,2,0,Built-up,Unfurnished
Cheras,Kuala-Lumpur,288000,3,2,0,Built-up,Partly
Cheras,Kuala-Lumpur,260000,3,2,0,Built-up,Partly
Taman-Tun-Dr-Ismail,Kuala-Lumpur,6000000,5,4,0,Land-area,Partly
Setiawangsa,Kuala-Lumpur,8500000,9,9,0,Land-area,Partly
Taman-Tun-Dr-Ismail,Kuala-Lumpur,8000000,6,6,0,Land-area,Fully
Taman-Desa,Kuala-Lumpur,3999999,9,5,0,Land-area,Fully
Seputeh,Kuala-Lumpur,15000000,6,6,0,Land-area,Partly
Taman-Melawati,Kuala-Lumpur,3100000,5,4,0,Land-area,Partly
Taman-Tun-Dr-Ismail,Kuala-Lumpur,6000000,5,4,0,Land-area,Partly
Taman-Tun-Dr-Ismail,Kuala-Lumpur,8000000,6,8,0,Land-area,Partly
Ampang,Kuala-Lumpur,5000000,5,5,0,Land-area,Partly
Taman-Tun-Dr-Ismail,Kuala-Lumpur,6900000,7,6,0,Land-area,Partly
Damansara-Heights,Kuala-Lumpur,8200000,6,7,0,Land-area,Partly
Damansara-Heights,Kuala-Lumpur,12500000,6,9,0,Land-area,Fully
Country-Heights-Damansara,Kuala-Lumpur,7000000,4,5,0,Land-area,Partly
Setapak,Kuala-Lumpur,285000,3,2,0,Built-up,Partly
KLCC,Kuala-Lumpur,1841000,2,2,0,Built-up,Fully
KLCC,Kuala-Lumpur,1841000,2,2,0,Built-up,Fully
KLCC,Kuala-Lumpur,1841000,2,2,0,Built-up,Fully
KLCC,Kuala-Lumpur,1841000,2,2,0,Built-up,Fully
KLCC,Kuala-Lumpur,1841000,2,2,0,Built-up,Fully
Mont-Kiara,Kuala-Lumpur,640000,1,1,0,Built-up,Fully
Jalan-Klang-Lama,Kuala-Lumpur,278000,3,2,0,Built-up,Unfurnished
Jalan-Sultan-Ismail,Kuala-Lumpur,620000,1,2,0,Built-up,Partly
Mont-Kiara,Kuala-Lumpur,630000,1,1,0,Built-up,Fully
Mont-Kiara,Kuala-Lumpur,630000,1,1,0,Built-up,Fully
Jalan-Sultan-Ismail,Kuala-Lumpur,600000,1,1,0,Built-up,Fully
KLCC,Kuala-Lumpur,800000,1,2,0,Built-up,Partly
Bukit-Bintang,Kuala-Lumpur,1280000,2,2,0,Built-up,Fully
Bandar-Menjalara,Kuala-Lumpur,348000,3,2,0,Built-up,Partly
Bandar-Menjalara,Kuala-Lumpur,328000,3,2,0,Built-up,Partly
Cheras,Kuala-Lumpur,300000,3,2,0,Built-up,Partly
Cheras,Kuala-Lumpur,293888,3,2,0,Built-up,Unfurnished
Sentul,Kuala-Lumpur,1680000,6,4,0,Land-area,Partly
Bangsar-South,Kuala-Lumpur,660000,2,2,0,Built-up,Partly
Bangsar-South,Kuala-Lumpur,2600,2,2,0,Built-up,Fully
Cheras,Kuala-Lumpur,320000,3,2,0,Built-up,Partly
Cheras,Kuala-Lumpur,320000,3,2,0,Built-up,Partly
KLCC,Kuala-Lumpur,1150000,3,2,0,Built-up,Fully
Cheras,Kuala-Lumpur,400000,3,2,0,Built-up,Unfurnished
KLCC,Kuala-Lumpur,1250000,3,2,0,Built-up,Fully
Cheras,Kuala-Lumpur,298888,3,2,0,Built-up,Unfurnished
